msisdn,week_number,revenue_usd
f7598291bec1fc54928ee7ea8501a29b,23,19.54400411
f7598291bec1fc54928ee7ea8501a29b,33,20.13181223
f7598291bec1fc54928ee7ea8501a29b,31,21.27825566
f7598291bec1fc54928ee7ea8501a29b,24,6.128040674
f7598291bec1fc54928ee7ea8501a29b,28,6.396965567
f7598291bec1fc54928ee7ea8501a29b,29,10.43919221
f7598291bec1fc54928ee7ea8501a29b,27,16.57060423
f7598291bec1fc54928ee7ea8501a29b,30,18.6341094
f7598291bec1fc54928ee7ea8501a29b,22,5.519515417
f7598291bec1fc54928ee7ea8501a29b,25,14.52183373
206af76af4027749cbc41dfb41056518,34,4.248417976
206af76af4027749cbc41dfb41056518,24,22.02016082
206af76af4027749cbc41dfb41056518,25,11.86006063
206af76af4027749cbc41dfb41056518,30,4.569875256
206af76af4027749cbc41dfb41056518,32,10.60352519
206af76af4027749cbc41dfb41056518,29,2.644646927
206af76af4027749cbc41dfb41056518,35,17.1425762
206af76af4027749cbc41dfb41056518,23,5.132007019
206af76af4027749cbc41dfb41056518,26,18.70005052
206af76af4027749cbc41dfb41056518,33,7.306123557
206af76af4027749cbc41dfb41056518,27,12.93847535
206af76af4027749cbc41dfb41056518,31,18.67859587
206af76af4027749cbc41dfb41056518,28,5.320314767
206af76af4027749cbc41dfb41056518,22,4.127311611
e8dadde87080a49ca725608d729f31d5,23,17.33141297
e8dadde87080a49ca725608d729f31d5,34,6.440869979
e8dadde87080a49ca725608d729f31d5,29,13.10809234
e8dadde87080a49ca725608d729f31d5,32,4.260082954
e8dadde87080a49ca725608d729f31d5,33,11.91249036
e8dadde87080a49ca725608d729f31d5,24,13.84854099
e8dadde87080a49ca725608d729f31d5,35,14.49674291
e8dadde87080a49ca725608d729f31d5,27,8.081156082
e8dadde87080a49ca725608d729f31d5,26,1.077233313
e8dadde87080a49ca725608d729f31d5,30,18.84980433
e8dadde87080a49ca725608d729f31d5,31,19.98603682
e8dadde87080a49ca725608d729f31d5,28,18.92805091
e8dadde87080a49ca725608d729f31d5,22,4.872376162
e8dadde87080a49ca725608d729f31d5,25,19.70568905
3ec079c21ee1cf37f33c354ca472d60e,34,4.240797178
3ec079c21ee1cf37f33c354ca472d60e,24,13.98232417
3ec079c21ee1cf37f33c354ca472d60e,29,11.27430981
3ec079c21ee1cf37f33c354ca472d60e,32,13.87111623
3ec079c21ee1cf37f33c354ca472d60e,35,20.54777659
3ec079c21ee1cf37f33c354ca472d60e,33,21.87413622
3ec079c21ee1cf37f33c354ca472d60e,23,9.139798159
3ec079c21ee1cf37f33c354ca472d60e,26,7.017148478
3ec079c21ee1cf37f33c354ca472d60e,27,16.6420561
3ec079c21ee1cf37f33c354ca472d60e,22,14.66284776
3ec079c21ee1cf37f33c354ca472d60e,28,3.755987103
3ec079c21ee1cf37f33c354ca472d60e,30,2.726558862
3ec079c21ee1cf37f33c354ca472d60e,31,18.34286216
3ec079c21ee1cf37f33c354ca472d60e,25,20.07558776
5ea45dc2c3fb3e7391dddf97b3cdaa04,24,20.27837501
5ea45dc2c3fb3e7391dddf97b3cdaa04,32,15.71126326
5ea45dc2c3fb3e7391dddf97b3cdaa04,34,15.84234501
5ea45dc2c3fb3e7391dddf97b3cdaa04,29,19.30120752
5ea45dc2c3fb3e7391dddf97b3cdaa04,35,16.02286201
5ea45dc2c3fb3e7391dddf97b3cdaa04,33,18.25729107
5ea45dc2c3fb3e7391dddf97b3cdaa04,23,12.71028748
5ea45dc2c3fb3e7391dddf97b3cdaa04,27,11.7540499
5ea45dc2c3fb3e7391dddf97b3cdaa04,26,7.18998679
5ea45dc2c3fb3e7391dddf97b3cdaa04,30,13.10147258
5ea45dc2c3fb3e7391dddf97b3cdaa04,31,9.166251278
5ea45dc2c3fb3e7391dddf97b3cdaa04,28,10.92933325
5ea45dc2c3fb3e7391dddf97b3cdaa04,22,5.158426972
5ea45dc2c3fb3e7391dddf97b3cdaa04,25,0.205305366
987656e90c86d830e3fc725ca4f10573,23,10.68131015
987656e90c86d830e3fc725ca4f10573,34,13.02707799
987656e90c86d830e3fc725ca4f10573,29,10.88731176
987656e90c86d830e3fc725ca4f10573,35,5.188194164
987656e90c86d830e3fc725ca4f10573,32,17.36152639
987656e90c86d830e3fc725ca4f10573,33,4.181963579
987656e90c86d830e3fc725ca4f10573,24,12.59937576
987656e90c86d830e3fc725ca4f10573,27,5.057740753
987656e90c86d830e3fc725ca4f10573,31,3.374958509
987656e90c86d830e3fc725ca4f10573,30,9.672343973
987656e90c86d830e3fc725ca4f10573,28,2.856939092
987656e90c86d830e3fc725ca4f10573,22,17.11436763
987656e90c86d830e3fc725ca4f10573,25,4.047443402
987656e90c86d830e3fc725ca4f10573,26,10.91836692
c9147d33e810d9f9467bf076def99f90,24,8.160067299
c9147d33e810d9f9467bf076def99f90,25,19.52189873
c9147d33e810d9f9467bf076def99f90,29,4.188496429
c9147d33e810d9f9467bf076def99f90,34,6.417566351
c9147d33e810d9f9467bf076def99f90,32,18.00149548
c9147d33e810d9f9467bf076def99f90,23,17.98122628
c9147d33e810d9f9467bf076def99f90,33,7.255003725
c9147d33e810d9f9467bf076def99f90,26,5.924094097
c9147d33e810d9f9467bf076def99f90,35,1.131553944
c9147d33e810d9f9467bf076def99f90,27,11.76981923
c9147d33e810d9f9467bf076def99f90,28,17.39271606
c9147d33e810d9f9467bf076def99f90,30,5.074177464
c9147d33e810d9f9467bf076def99f90,31,22.1938928
c9147d33e810d9f9467bf076def99f90,22,5.698661197
b3dba1f349ff5af658722f33a833c08a,29,13.97479337
b3dba1f349ff5af658722f33a833c08a,32,4.939381049
b3dba1f349ff5af658722f33a833c08a,23,3.520203209
b3dba1f349ff5af658722f33a833c08a,34,14.60878979
b3dba1f349ff5af658722f33a833c08a,24,12.20412045
b3dba1f349ff5af658722f33a833c08a,33,19.12336842
b3dba1f349ff5af658722f33a833c08a,26,12.67471531
b3dba1f349ff5af658722f33a833c08a,35,14.96073023
b3dba1f349ff5af658722f33a833c08a,27,14.58262598
b3dba1f349ff5af658722f33a833c08a,31,15.20202502
b3dba1f349ff5af658722f33a833c08a,30,18.10211323
b3dba1f349ff5af658722f33a833c08a,22,15.18318963
b3dba1f349ff5af658722f33a833c08a,28,12.79431175
b3dba1f349ff5af658722f33a833c08a,25,7.484640678
f2166a5452ea19ed2183834ffd8177bb,24,7.868555791
f2166a5452ea19ed2183834ffd8177bb,25,1.702114157
f2166a5452ea19ed2183834ffd8177bb,30,6.247897024
f2166a5452ea19ed2183834ffd8177bb,32,10.77423147
f2166a5452ea19ed2183834ffd8177bb,23,9.251041342
f2166a5452ea19ed2183834ffd8177bb,35,8.595511443
f2166a5452ea19ed2183834ffd8177bb,33,13.38112745
f2166a5452ea19ed2183834ffd8177bb,34,18.95091749
f2166a5452ea19ed2183834ffd8177bb,27,10.88389117
f2166a5452ea19ed2183834ffd8177bb,29,14.83776837
f2166a5452ea19ed2183834ffd8177bb,26,9.583452992
f2166a5452ea19ed2183834ffd8177bb,31,13.86316039
f2166a5452ea19ed2183834ffd8177bb,28,19.50642252
a96c5d0990e8c76f509db1383757659e,24,22.38936946
a96c5d0990e8c76f509db1383757659e,25,10.52910733
a96c5d0990e8c76f509db1383757659e,29,3.715252206
a96c5d0990e8c76f509db1383757659e,30,19.60387185
a96c5d0990e8c76f509db1383757659e,32,4.439877127
a96c5d0990e8c76f509db1383757659e,23,6.082067663
a96c5d0990e8c76f509db1383757659e,34,12.08975476
a96c5d0990e8c76f509db1383757659e,35,20.40005882
a96c5d0990e8c76f509db1383757659e,26,9.961657008
a96c5d0990e8c76f509db1383757659e,33,17.65231846
a96c5d0990e8c76f509db1383757659e,27,5.732276451
a96c5d0990e8c76f509db1383757659e,28,10.57336199
a96c5d0990e8c76f509db1383757659e,31,10.19591105
a96c5d0990e8c76f509db1383757659e,22,13.12566593
a8d5866332b495fe369036410860f639,24,18.22230678
a8d5866332b495fe369036410860f639,25,7.860400845
a8d5866332b495fe369036410860f639,30,2.328737625
a8d5866332b495fe369036410860f639,34,21.77961943
a8d5866332b495fe369036410860f639,35,20.7897702
a8d5866332b495fe369036410860f639,32,8.423368357
a8d5866332b495fe369036410860f639,26,4.206988153
a8d5866332b495fe369036410860f639,27,19.72175352
a8d5866332b495fe369036410860f639,22,17.17292019
a8d5866332b495fe369036410860f639,28,6.871931522
a8d5866332b495fe369036410860f639,31,9.725466961
a8d5866332b495fe369036410860f639,23,6.494925512
a8d5866332b495fe369036410860f639,33,13.02189858
65a65dd3714dbadaaac8fe83d4f6fa77,34,17.07112756
65a65dd3714dbadaaac8fe83d4f6fa77,24,7.691492189
65a65dd3714dbadaaac8fe83d4f6fa77,32,4.53414775
65a65dd3714dbadaaac8fe83d4f6fa77,33,12.30881731
65a65dd3714dbadaaac8fe83d4f6fa77,29,13.56031191
65a65dd3714dbadaaac8fe83d4f6fa77,31,7.295787458
65a65dd3714dbadaaac8fe83d4f6fa77,26,0.935381984
65a65dd3714dbadaaac8fe83d4f6fa77,28,15.07334741
65a65dd3714dbadaaac8fe83d4f6fa77,22,14.3733723
65a65dd3714dbadaaac8fe83d4f6fa77,25,12.99159469
82da5843c4fecdad2507dd56b433f0e9,30,12.56777585
82da5843c4fecdad2507dd56b433f0e9,23,12.77492506
82da5843c4fecdad2507dd56b433f0e9,26,11.15827834
82da5843c4fecdad2507dd56b433f0e9,24,9.638833843
82da5843c4fecdad2507dd56b433f0e9,22,20.34114268
82da5843c4fecdad2507dd56b433f0e9,25,13.98159915
12af24ce3499b97324f75aed1536e40c,24,15.49088221
12af24ce3499b97324f75aed1536e40c,23,13.92858236
12af24ce3499b97324f75aed1536e40c,30,3.099804066
12af24ce3499b97324f75aed1536e40c,32,13.65047778
12af24ce3499b97324f75aed1536e40c,35,12.120318
12af24ce3499b97324f75aed1536e40c,33,6.287747729
12af24ce3499b97324f75aed1536e40c,26,2.77751572
12af24ce3499b97324f75aed1536e40c,34,4.182702826
12af24ce3499b97324f75aed1536e40c,22,8.354516044
12af24ce3499b97324f75aed1536e40c,27,15.97121082
12af24ce3499b97324f75aed1536e40c,31,20.14331476
12af24ce3499b97324f75aed1536e40c,28,5.279404398
12af24ce3499b97324f75aed1536e40c,29,5.006064912
12af24ce3499b97324f75aed1536e40c,25,13.38096639
2ac79a70101f5e34e07c2013df4e1a92,32,4.650291165
2ac79a70101f5e34e07c2013df4e1a92,33,9.116821418
2ac79a70101f5e34e07c2013df4e1a92,34,4.257498451
2ac79a70101f5e34e07c2013df4e1a92,27,6.233896945
2ac79a70101f5e34e07c2013df4e1a92,29,6.844922697
2ac79a70101f5e34e07c2013df4e1a92,28,10.01450851
2ac79a70101f5e34e07c2013df4e1a92,31,12.30017254
6a062df9a34a70d8c34bfd9a31c0d1f3,23,13.37997706
6a062df9a34a70d8c34bfd9a31c0d1f3,29,3.949168816
6a062df9a34a70d8c34bfd9a31c0d1f3,32,9.317968364
6a062df9a34a70d8c34bfd9a31c0d1f3,24,19.28880329
6a062df9a34a70d8c34bfd9a31c0d1f3,33,17.29480921
6a062df9a34a70d8c34bfd9a31c0d1f3,34,20.61459676
6a062df9a34a70d8c34bfd9a31c0d1f3,35,18.73642668
6a062df9a34a70d8c34bfd9a31c0d1f3,31,8.168589462
6a062df9a34a70d8c34bfd9a31c0d1f3,26,8.270017557
6a062df9a34a70d8c34bfd9a31c0d1f3,30,14.86709751
6a062df9a34a70d8c34bfd9a31c0d1f3,25,13.88407122
6a062df9a34a70d8c34bfd9a31c0d1f3,27,14.65058982
f3a025858958286cc110a60796eccd0d,32,12.94070752
f3a025858958286cc110a60796eccd0d,34,19.66119666
f3a025858958286cc110a60796eccd0d,23,9.198849933
f3a025858958286cc110a60796eccd0d,33,7.061466336
f3a025858958286cc110a60796eccd0d,31,1.653066968
f3a025858958286cc110a60796eccd0d,35,4.32111669
f3a025858958286cc110a60796eccd0d,29,7.584035715
f3a025858958286cc110a60796eccd0d,30,9.48089485
f3a025858958286cc110a60796eccd0d,22,15.24081748
245767fa69fea0e84fa874b82d110e1d,24,6.938306768
245767fa69fea0e84fa874b82d110e1d,30,14.48669682
245767fa69fea0e84fa874b82d110e1d,25,19.51768656
245767fa69fea0e84fa874b82d110e1d,29,21.25379102
245767fa69fea0e84fa874b82d110e1d,23,18.44054291
245767fa69fea0e84fa874b82d110e1d,35,10.06668319
245767fa69fea0e84fa874b82d110e1d,32,9.550958355
245767fa69fea0e84fa874b82d110e1d,33,5.235430176
245767fa69fea0e84fa874b82d110e1d,26,16.56934178
245767fa69fea0e84fa874b82d110e1d,34,19.60670967
245767fa69fea0e84fa874b82d110e1d,27,7.035961377
245767fa69fea0e84fa874b82d110e1d,28,4.095166085
245767fa69fea0e84fa874b82d110e1d,31,8.739812467
245767fa69fea0e84fa874b82d110e1d,22,20.38884015
885732e8552b4212158d4a5422a834d4,24,3.854180598
885732e8552b4212158d4a5422a834d4,23,13.41792456
885732e8552b4212158d4a5422a834d4,25,19.16603853
885732e8552b4212158d4a5422a834d4,30,4.87654974
885732e8552b4212158d4a5422a834d4,35,18.35695998
885732e8552b4212158d4a5422a834d4,32,12.77402725
885732e8552b4212158d4a5422a834d4,34,1.962039955
885732e8552b4212158d4a5422a834d4,33,12.03453902
885732e8552b4212158d4a5422a834d4,31,8.875102364
885732e8552b4212158d4a5422a834d4,27,2.101542915
885732e8552b4212158d4a5422a834d4,29,13.39035168
885732e8552b4212158d4a5422a834d4,28,10.06437905
885732e8552b4212158d4a5422a834d4,22,10.13737944
885732e8552b4212158d4a5422a834d4,26,11.91045484
7edd9a3acf8993bbfd13bb625c1a54ae,30,3.980373534
7edd9a3acf8993bbfd13bb625c1a54ae,23,11.7942855
7edd9a3acf8993bbfd13bb625c1a54ae,35,9.850161452
7edd9a3acf8993bbfd13bb625c1a54ae,32,14.66408744
7edd9a3acf8993bbfd13bb625c1a54ae,33,10.5702454
7edd9a3acf8993bbfd13bb625c1a54ae,26,6.534971095
7edd9a3acf8993bbfd13bb625c1a54ae,34,10.67483251
7edd9a3acf8993bbfd13bb625c1a54ae,22,17.81357955
7edd9a3acf8993bbfd13bb625c1a54ae,24,1.146863966
7edd9a3acf8993bbfd13bb625c1a54ae,27,18.1295751
7edd9a3acf8993bbfd13bb625c1a54ae,28,3.309406668
7edd9a3acf8993bbfd13bb625c1a54ae,29,14.6427396
7edd9a3acf8993bbfd13bb625c1a54ae,31,4.232869165
7edd9a3acf8993bbfd13bb625c1a54ae,25,16.58957604
f6c42f944a3357885746ec49e7ed5c6e,24,7.565955096
f6c42f944a3357885746ec49e7ed5c6e,25,7.694107052
f6c42f944a3357885746ec49e7ed5c6e,23,10.47829016
f6c42f944a3357885746ec49e7ed5c6e,34,13.6530448
f6c42f944a3357885746ec49e7ed5c6e,26,10.6205755
f6c42f944a3357885746ec49e7ed5c6e,33,13.25424911
f6c42f944a3357885746ec49e7ed5c6e,35,3.67522078
f6c42f944a3357885746ec49e7ed5c6e,32,2.029527304
f6c42f944a3357885746ec49e7ed5c6e,27,14.40119535
f6c42f944a3357885746ec49e7ed5c6e,31,12.9432454
f6c42f944a3357885746ec49e7ed5c6e,28,11.45019921
f59b2df5ff82cb50676bb7968622d1a6,34,13.45057708
f59b2df5ff82cb50676bb7968622d1a6,29,11.20194561
f59b2df5ff82cb50676bb7968622d1a6,35,3.380814925
f59b2df5ff82cb50676bb7968622d1a6,32,5.391331414
f59b2df5ff82cb50676bb7968622d1a6,33,10.18799615
f59b2df5ff82cb50676bb7968622d1a6,30,6.852547445
f59b2df5ff82cb50676bb7968622d1a6,31,9.74967905
f59b2df5ff82cb50676bb7968622d1a6,28,10.10534956
b911ca618c053d82e5357711ce2f6870,34,12.48486488
b911ca618c053d82e5357711ce2f6870,24,15.43409757
b911ca618c053d82e5357711ce2f6870,29,3.949487079
b911ca618c053d82e5357711ce2f6870,32,3.452024713
b911ca618c053d82e5357711ce2f6870,23,13.71418929
b911ca618c053d82e5357711ce2f6870,35,9.348567251
b911ca618c053d82e5357711ce2f6870,33,14.61530393
b911ca618c053d82e5357711ce2f6870,26,17.06747486
b911ca618c053d82e5357711ce2f6870,27,2.872732976
b911ca618c053d82e5357711ce2f6870,22,15.17826494
b911ca618c053d82e5357711ce2f6870,28,14.82350335
b911ca618c053d82e5357711ce2f6870,31,15.121593
b911ca618c053d82e5357711ce2f6870,30,3.246713901
b911ca618c053d82e5357711ce2f6870,25,14.60145769
